---,Elapsed Time,Time.,Channel No.,---.1,CH010,CH011,CH012,CH014,CH015,CH016,CH017,CH018,CH019,CH021,CH022,CH023,CH024,CH025,CH027,CH000,CH001
1081,210.0,2018/02/20 12:19:01,2018/02/20,12:19:01,58,196,50,148,17,59,96,28,-16,45,19,45,46,74,78,14.9,23.4
1082,210.19400000000002,2018/02/20 12:30:41,2018/02/20,12:30:41,58,195,50,149,17,59,96,28,-15,45,19,45,46,75,79,14.9,23.6
1083,210.389,2018/02/20 12:42:21,2018/02/20,12:42:21,58,196,50,149,17,59,96,28,-13,45,19,46,46,75,79,14.9,23.7
1084,210.583,2018/02/20 12:54:01,2018/02/20,12:54:01,58,196,50,149,17,60,96,29,-12,46,19,46,46,75,79,14.9,23.8
1085,210.778,2018/02/20 13:05:41,2018/02/20,13:05:41,58,196,50,148,17,59,97,28,-12,45,20,46,46,75,79,14.9,23.2
1086,210.972,2018/02/20 13:17:21,2018/02/20,13:17:21,58,196,50,148,17,60,97,28,-12,45,20,46,46,75,79,14.9,22.8
1087,211.167,2018/02/20 13:29:01,2018/02/20,13:29:01,58,196,50,148,17,59,96,28,-12,45,20,46,46,75,79,14.9,22.6
1088,211.361,2018/02/20 13:40:41,2018/02/20,13:40:41,58,196,50,148,17,59,96,28,-13,45,19,45,46,75,79,15.0,22.6
1089,211.55599999999998,2018/02/20 13:52:21,2018/02/20,13:52:21,58,196,50,148,17,59,97,28,-12,45,20,45,46,75,79,15.0,22.6
1090,211.75,2018/02/20 14:04:01,2018/02/20,14:04:01,58,196,50,148,17,59,97,28,-12,45,19,45,46,75,79,15.0,22.6
1091,211.94400000000002,2018/02/20 14:15:41,2018/02/20,14:15:41,58,196,50,148,17,59,97,28,-13,45,19,46,46,75,79,14.9,22.6
1092,212.139,2018/02/20 14:27:21,2018/02/20,14:27:21,58,196,50,148,17,60,97,28,-12,45,19,45,46,75,79,15.0,22.6
1093,212.333,2018/02/20 14:39:01,2018/02/20,14:39:01,58,196,50,149,17,59,97,28,-13,45,19,45,46,75,79,15.0,22.6
1094,212.528,2018/02/20 14:50:41,2018/02/20,14:50:41,58,196,50,148,17,59,97,28,-13,45,19,45,46,75,79,15.0,22.5
1095,212.722,2018/02/20 15:02:21,2018/02/20,15:02:21,58,196,50,148,17,59,97,28,-13,45,19,45,46,75,79,15.0,22.5
1096,212.917,2018/02/20 15:14:01,2018/02/20,15:14:01,58,196,50,148,17,59,97,28,-13,45,19,45,46,75,79,15.0,22.5
1097,213.111,2018/02/20 15:25:41,2018/02/20,15:25:41,58,196,50,148,17,59,97,28,-13,45,20,45,46,75,79,15.0,22.5
1098,213.30599999999998,2018/02/20 15:37:21,2018/02/20,15:37:21,58,196,50,148,17,59,97,28,-12,45,19,46,46,75,78,15.0,22.6
1099,213.5,2018/02/20 15:49:01,2018/02/20,15:49:01,58,196,50,149,17,59,97,28,-13,45,19,46,46,75,79,15.0,22.6
1100,213.69400000000002,2018/02/20 16:00:41,2018/02/20,16:00:41,58,196,50,148,17,59,97,28,-13,45,19,46,46,75,79,14.9,22.6
1101,213.889,2018/02/20 16:12:21,2018/02/20,16:12:21,59,196,50,148,17,59,97,28,-13,45,19,45,46,75,79,14.9,22.7
1102,214.083,2018/02/20 16:24:01,2018/02/20,16:24:01,58,196,50,148,17,59,97,29,-13,45,19,45,46,75,79,15.0,22.7
1103,214.278,2018/02/20 16:35:41,2018/02/20,16:35:41,58,196,50,148,17,59,97,29,-12,45,19,45,46,75,79,15.0,22.7
1104,214.472,2018/02/20 16:47:21,2018/02/20,16:47:21,58,196,51,148,17,60,97,28,-13,45,20,46,46,75,79,14.9,22.6
1105,214.667,2018/02/20 16:59:01,2018/02/20,16:59:01,58,196,50,148,17,60,97,28,-13,45,20,45,46,76,79,14.9,22.6
1106,214.861,2018/02/20 17:10:41,2018/02/20,17:10:41,58,196,50,149,17,60,97,28,-13,46,20,46,46,75,79,15.0,22.5
1107,215.05599999999998,2018/02/20 17:22:21,2018/02/20,17:22:21,58,196,51,148,17,59,97,29,-13,45,20,46,46,75,79,14.9,22.3
1108,215.25,2018/02/20 17:34:01,2018/02/20,17:34:01,58,197,50,148,17,60,97,28,-13,46,20,46,46,75,79,15.0,22.1
1109,215.44400000000002,2018/02/20 17:45:41,2018/02/20,17:45:41,58,196,50,148,17,59,97,28,-13,46,19,46,46,75,79,15.0,21.7
1110,215.639,2018/02/20 17:57:21,2018/02/20,17:57:21,59,196,50,148,17,59,97,28,-13,45,19,45,46,75,79,15.0,21.2
1111,215.833,2018/02/20 18:09:01,2018/02/20,18:09:01,58,196,50,148,17,59,97,28,-13,45,19,45,46,75,79,15.0,20.6
1112,216.028,2018/02/20 18:20:41,2018/02/20,18:20:41,58,196,50,147,17,59,97,28,-14,45,19,45,45,75,79,15.0,20.0
1113,216.222,2018/02/20 18:32:21,2018/02/20,18:32:21,58,196,50,147,16,59,97,27,-15,45,19,45,45,75,79,15.0,19.4
1114,216.417,2018/02/20 18:44:01,2018/02/20,18:44:01,58,196,50,147,17,59,97,27,-15,45,19,45,45,75,79,15.0,18.9
1115,216.611,2018/02/20 18:55:41,2018/02/20,18:55:41,58,196,50,147,16,59,97,28,-15,45,19,45,46,75,79,15.0,18.5
1116,216.80599999999998,2018/02/20 19:07:21,2018/02/20,19:07:21,58,196,50,147,16,59,96,27,-15,45,19,45,45,75,79,15.0,18.2
1117,217.0,2018/02/20 19:19:01,2018/02/20,19:19:01,58,196,50,146,16,59,97,27,-16,45,19,45,45,74,79,15.0,17.9
1118,217.19400000000002,2018/02/20 19:30:41,2018/02/20,19:30:41,58,196,49,147,16,59,97,28,-16,45,19,44,45,74,79,15.0,17.7
1119,217.389,2018/02/20 19:42:21,2018/02/20,19:42:21,58,196,49,147,17,59,97,27,-17,45,19,45,45,74,79,15.0,17.5
1120,217.583,2018/02/20 19:54:01,2018/02/20,19:54:01,58,196,49,146,16,59,97,27,-17,44,19,45,45,74,79,15.0,17.4
1121,217.778,2018/02/20 20:05:41,2018/02/20,20:05:41,57,196,49,146,16,58,97,27,-17,45,19,44,45,74,79,15.0,17.2
1122,217.972,2018/02/20 20:17:21,2018/02/20,20:17:21,58,196,49,146,16,59,97,27,-17,45,19,44,45,74,79,15.0,17.0
1123,218.167,2018/02/20 20:29:01,2018/02/20,20:29:01,58,196,49,146,16,59,97,27,-18,45,19,44,45,74,79,15.0,16.9
1124,218.361,2018/02/20 20:40:41,2018/02/20,20:40:41,58,196,49,146,16,58,96,27,-18,45,19,45,45,74,79,15.0,16.7
1125,218.55599999999998,2018/02/20 20:52:21,2018/02/20,20:52:21,58,196,49,145,16,59,97,28,-18,45,19,44,45,75,79,15.0,16.6
1126,218.75,2018/02/20 21:04:01,2018/02/20,21:04:01,57,196,50,146,16,59,97,27,-19,45,19,45,45,74,79,15.0,16.5
1127,218.94400000000002,2018/02/20 21:15:41,2018/02/20,21:15:41,57,196,49,146,16,58,96,27,-19,44,19,45,45,74,79,15.0,16.4
1128,219.139,2018/02/20 21:27:21,2018/02/20,21:27:21,57,196,49,145,16,58,97,28,-19,44,19,45,45,75,78,15.0,16.4
1129,219.333,2018/02/20 21:39:01,2018/02/20,21:39:01,58,196,49,146,16,59,96,27,-19,44,19,45,45,74,79,15.0,16.4
1130,219.528,2018/02/20 21:50:41,2018/02/20,21:50:41,57,196,49,146,15,58,97,27,-19,45,19,44,45,75,79,15.0,16.3
1131,219.722,2018/02/20 22:02:21,2018/02/20,22:02:21,57,196,49,146,16,58,97,27,-19,45,19,44,45,74,79,15.0,16.1
1132,219.917,2018/02/20 22:14:01,2018/02/20,22:14:01,58,196,49,145,16,58,97,27,-20,45,19,44,45,75,79,15.0,16.0
1133,220.111,2018/02/20 22:25:41,2018/02/20,22:25:41,57,195,49,145,16,59,97,27,-20,45,19,44,45,74,79,15.0,16.0
1134,220.30599999999998,2018/02/20 22:37:21,2018/02/20,22:37:21,58,195,49,145,16,59,97,27,-20,45,18,44,45,75,79,15.0,15.9
1135,220.5,2018/02/20 22:49:01,2018/02/20,22:49:01,57,196,49,146,16,58,97,27,-21,44,19,44,45,75,79,15.0,15.9
1136,220.69400000000002,2018/02/20 23:00:41,2018/02/20,23:00:41,57,196,50,146,16,58,96,27,-21,45,19,45,45,74,79,15.0,15.9
1137,220.889,2018/02/20 23:12:21,2018/02/20,23:12:21,58,196,49,146,15,59,97,27,-21,45,19,44,45,75,79,15.0,15.9
1138,221.083,2018/02/20 23:24:01,2018/02/20,23:24:01,58,196,49,146,16,58,97,27,-21,44,19,45,45,74,79,15.0,15.9
1139,221.278,2018/02/20 23:35:41,2018/02/20,23:35:41,58,196,49,145,16,58,97,27,-21,45,19,44,45,74,79,15.0,15.9
1140,221.472,2018/02/20 23:47:21,2018/02/20,23:47:21,58,196,49,146,16,59,97,27,-21,45,18,44,45,75,79,15.0,15.9
1141,221.667,2018/02/20 23:59:01,2018/02/20,23:59:01,58,196,49,145,16,59,97,27,-21,44,19,45,45,75,79,15.0,15.9
1142,221.861,2018/02/21 00:10:41,2018/02/21,00:10:41,58,196,49,146,16,59,97,27,-21,45,19,44,45,75,79,15.0,15.9
1143,222.05599999999998,2018/02/21 00:22:21,2018/02/21,00:22:21,57,196,49,146,16,59,97,27,-21,44,19,45,45,75,79,15.0,15.9
1144,222.25,2018/02/21 00:34:01,2018/02/21,00:34:01,57,196,49,146,16,58,97,27,-21,45,19,44,45,75,78,15.0,15.9
1145,222.44400000000002,2018/02/21 00:45:41,2018/02/21,00:45:41,57,196,49,146,16,58,97,27,-21,45,19,45,45,74,79,15.0,15.9
1146,222.639,2018/02/21 00:57:21,2018/02/21,00:57:21,57,196,49,146,16,59,97,28,-21,45,19,44,45,75,79,15.0,15.9
1147,222.833,2018/02/21 01:09:01,2018/02/21,01:09:01,58,196,49,146,16,59,97,27,-21,45,19,44,45,74,79,15.0,15.9
1148,223.028,2018/02/21 01:20:41,2018/02/21,01:20:41,58,196,49,146,16,58,97,27,-21,45,19,44,45,75,79,15.0,15.9
1149,223.222,2018/02/21 01:32:21,2018/02/21,01:32:21,58,196,49,146,16,59,97,27,-21,45,18,45,45,75,79,15.0,15.9
1150,223.417,2018/02/21 01:44:01,2018/02/21,01:44:01,57,196,49,145,16,59,97,27,-21,45,19,45,45,75,79,15.0,15.9
1151,223.611,2018/02/21 01:55:41,2018/02/21,01:55:41,58,196,49,145,16,58,97,27,-22,45,19,44,45,75,79,15.0,15.9
1152,223.80599999999998,2018/02/21 02:07:21,2018/02/21,02:07:21,58,196,49,146,16,59,97,27,-21,44,18,45,45,75,79,15.0,15.9
1153,224.0,2018/02/21 02:19:01,2018/02/21,02:19:01,57,195,50,146,16,59,97,27,-21,45,19,45,45,75,79,15.0,15.9
1154,224.19400000000002,2018/02/21 02:30:41,2018/02/21,02:30:41,58,196,50,146,16,59,97,27,-21,45,19,44,45,75,79,15.0,15.9
1155,224.389,2018/02/21 02:42:21,2018/02/21,02:42:21,58,196,49,146,16,59,97,27,-21,45,19,45,45,74,79,15.0,15.8
1156,224.583,2018/02/21 02:54:01,2018/02/21,02:54:01,58,196,49,146,16,59,97,27,-21,45,19,45,45,75,79,15.0,15.7
1157,224.778,2018/02/21 03:05:41,2018/02/21,03:05:41,57,196,50,145,16,59,97,27,-21,45,19,45,45,74,79,15.0,15.7
1158,224.972,2018/02/21 03:17:21,2018/02/21,03:17:21,58,196,49,145,15,59,97,27,-21,45,19,45,45,75,79,15.0,15.6
1159,225.167,2018/02/21 03:29:01,2018/02/21,03:29:01,57,196,50,145,16,59,97,27,-21,45,19,45,45,75,79,15.0,15.5
1160,225.361,2018/02/21 03:40:41,2018/02/21,03:40:41,58,196,50,145,16,58,97,27,-21,44,19,44,45,75,79,15.0,15.5
1161,225.55599999999998,2018/02/21 03:52:21,2018/02/21,03:52:21,58,196,50,146,16,59,97,27,-21,45,19,44,45,74,79,15.0,15.5
1162,225.75,2018/02/21 04:04:01,2018/02/21,04:04:01,58,196,49,145,16,59,97,27,-21,44,19,44,45,75,80,15.0,15.5
1163,225.94400000000002,2018/02/21 04:15:41,2018/02/21,04:15:41,57,196,49,146,16,59,97,27,-22,45,19,45,45,75,79,15.0,15.5
1164,226.139,2018/02/21 04:27:21,2018/02/21,04:27:21,58,196,49,145,16,59,97,27,-21,45,19,44,45,75,79,15.0,15.5
1165,226.333,2018/02/21 04:39:01,2018/02/21,04:39:01,58,196,49,145,16,59,97,27,-21,45,19,45,45,75,79,15.0,15.5
1166,226.528,2018/02/21 04:50:41,2018/02/21,04:50:41,58,195,49,146,15,59,97,27,-21,45,19,45,45,75,79,15.0,15.5
1167,226.722,2018/02/21 05:02:21,2018/02/21,05:02:21,58,195,49,146,16,59,97,27,-22,45,19,44,45,75,79,15.0,15.5
1168,226.917,2018/02/21 05:14:01,2018/02/21,05:14:01,58,195,49,145,16,59,97,27,-22,44,19,45,45,75,79,15.0,15.4
1169,227.111,2018/02/21 05:25:41,2018/02/21,05:25:41,58,195,49,146,16,59,97,27,-21,44,19,45,45,75,79,15.0,15.4
1170,227.30599999999998,2018/02/21 05:37:21,2018/02/21,05:37:21,58,195,49,145,16,58,97,28,-22,45,19,44,45,75,79,15.0,15.4
1171,227.5,2018/02/21 05:49:01,2018/02/21,05:49:01,58,195,49,146,16,59,97,27,-22,45,19,44,45,75,79,15.0,15.4
1172,227.69400000000002,2018/02/21 06:00:41,2018/02/21,06:00:41,58,195,49,145,16,59,97,27,-22,45,19,45,45,75,79,15.0,15.3
1173,227.889,2018/02/21 06:12:21,2018/02/21,06:12:21,57,195,49,145,16,59,97,27,-22,45,18,45,45,75,79,15.0,15.3
1174,228.083,2018/02/21 06:24:01,2018/02/21,06:24:01,57,195,49,145,16,59,97,27,-21,45,19,44,45,75,80,15.0,15.3
1175,228.278,2018/02/21 06:35:41,2018/02/21,06:35:41,58,195,49,145,16,59,97,27,-22,45,19,45,45,75,79,15.0,15.2
1176,228.472,2018/02/21 06:47:21,2018/02/21,06:47:21,58,194,50,145,15,59,97,27,-22,45,19,44,45,75,80,15.0,15.2
1177,228.667,2018/02/21 06:59:01,2018/02/21,06:59:01,58,195,49,145,16,59,97,27,-22,44,19,44,45,75,79,15.0,15.2
1178,228.861,2018/02/21 07:10:41,2018/02/21,07:10:41,58,195,49,145,15,59,97,27,-22,45,18,45,45,75,79,15.0,15.1
1179,229.05599999999998,2018/02/21 07:22:21,2018/02/21,07:22:21,57,195,50,145,16,59,97,27,-22,45,19,45,45,75,79,15.0,15.1
1180,229.25,2018/02/21 07:34:01,2018/02/21,07:34:01,58,195,49,145,16,59,97,27,-22,45,19,44,45,75,79,15.0,15.1
1181,229.44400000000002,2018/02/21 07:45:41,2018/02/21,07:45:41,57,195,49,145,16,59,97,28,-22,45,19,44,45,75,80,15.0,15.0
1182,229.639,2018/02/21 07:57:21,2018/02/21,07:57:21,58,195,49,146,15,59,97,27,-22,45,19,44,45,75,79,15.0,15.0
1183,229.833,2018/02/21 08:09:01,2018/02/21,08:09:01,57,195,49,146,16,59,97,27,-22,45,19,45,45,75,79,15.0,15.1
1184,230.028,2018/02/21 08:20:41,2018/02/21,08:20:41,58,195,49,145,16,59,97,27,-22,45,19,45,45,75,80,15.0,15.1
1185,230.222,2018/02/21 08:32:21,2018/02/21,08:32:21,57,195,49,146,16,59,98,27,-22,45,18,45,45,75,79,15.0,15.3
1186,230.417,2018/02/21 08:44:01,2018/02/21,08:44:01,58,195,49,146,15,59,98,27,-22,44,19,45,45,75,79,15.0,15.4
1187,230.611,2018/02/21 08:55:41,2018/02/21,08:55:41,57,195,50,146,16,59,97,27,-22,45,19,44,45,75,80,15.0,15.6
1188,230.80599999999998,2018/02/21 09:07:21,2018/02/21,09:07:21,58,195,50,146,16,59,97,27,-22,45,19,45,45,75,80,15.0,15.8
1189,231.0,2018/02/21 09:19:01,2018/02/21,09:19:01,57,195,50,145,16,59,97,27,-22,45,19,45,45,75,80,15.0,15.9
1190,231.19400000000002,2018/02/21 09:30:41,2018/02/21,09:30:41,58,195,50,146,16,59,97,27,-22,45,18,45,45,75,80,15.0,16.1
1191,231.389,2018/02/21 09:42:21,2018/02/21,09:42:21,58,195,49,146,16,59,97,27,-22,44,19,45,45,76,80,15.0,16.3
1192,231.583,2018/02/21 09:54:01,2018/02/21,09:54:01,58,195,50,146,16,59,97,27,-22,45,19,45,45,75,79,15.0,16.6
1193,231.778,2018/02/21 10:05:41,2018/02/21,10:05:41,58,195,50,146,16,59,98,27,-22,45,19,45,45,75,80,15.0,16.9
1194,231.972,2018/02/21 10:17:21,2018/02/21,10:17:21,57,195,49,146,16,59,98,27,-22,45,19,45,45,75,79,15.0,17.3
1195,232.167,2018/02/21 10:29:01,2018/02/21,10:29:01,58,195,50,146,16,59,97,27,-21,45,19,45,45,75,80,15.0,17.6
1196,232.361,2018/02/21 10:40:41,2018/02/21,10:40:41,58,195,50,146,16,59,98,28,-22,45,19,45,45,75,79,15.0,17.8
1197,232.55599999999998,2018/02/21 10:52:21,2018/02/21,10:52:21,58,195,50,146,16,59,98,27,-22,44,19,45,45,75,80,15.0,17.8
1198,232.75,2018/02/21 11:04:01,2018/02/21,11:04:01,58,195,50,146,16,59,98,27,-21,45,19,45,46,76,79,15.0,17.9
1199,232.94400000000002,2018/02/21 11:15:41,2018/02/21,11:15:41,58,195,50,147,16,59,98,28,-21,45,19,45,45,75,80,15.0,18.0
1200,233.139,2018/02/21 11:27:21,2018/02/21,11:27:21,58,195,50,146,16,59,98,27,-22,45,19,45,45,75,80,15.0,18.0
1201,233.333,2018/02/21 11:39:01,2018/02/21,11:39:01,58,196,50,146,16,59,98,28,-22,45,18,45,45,76,79,15.0,18.1
1202,233.528,2018/02/21 11:50:41,2018/02/21,11:50:41,58,196,50,146,16,59,97,28,-21,45,19,45,45,75,80,15.0,18.2
1203,233.722,2018/02/21 12:02:21,2018/02/21,12:02:21,58,195,50,146,16,59,98,28,-22,45,19,45,46,75,80,15.0,18.3
1204,233.917,2018/02/21 12:14:01,2018/02/21,12:14:01,58,195,50,146,16,59,97,28,-21,45,19,45,45,76,80,15.0,18.5
1205,234.111,2018/02/21 12:25:41,2018/02/21,12:25:41,58,196,50,147,16,60,98,28,-21,45,19,45,46,76,80,15.0,18.7
1206,234.30599999999998,2018/02/21 12:37:21,2018/02/21,12:37:21,58,196,50,147,17,60,98,28,-21,45,19,45,46,76,80,15.0,18.8
1207,234.5,2018/02/21 12:49:01,2018/02/21,12:49:01,58,196,50,147,16,59,98,28,-21,45,19,45,46,76,80,15.0,19.1
1208,234.69400000000002,2018/02/21 13:00:41,2018/02/21,13:00:41,58,196,51,147,16,60,98,28,-21,45,19,45,46,76,80,15.0,19.4
1209,234.889,2018/02/21 13:12:21,2018/02/21,13:12:21,59,196,50,147,16,60,98,28,-21,46,19,45,46,76,80,15.0,19.6
1210,235.083,2018/02/21 13:24:01,2018/02/21,13:24:01,58,196,50,147,16,60,98,28,-21,45,19,45,46,76,80,15.0,19.8
1211,235.278,2018/02/21 13:35:41,2018/02/21,13:35:41,59,196,51,147,16,60,98,28,-21,46,19,45,46,76,80,15.0,19.9
1212,235.472,2018/02/21 13:47:21,2018/02/21,13:47:21,58,196,50,147,16,60,98,28,-21,45,19,45,46,76,80,15.0,20.0
1213,235.667,2018/02/21 13:59:01,2018/02/21,13:59:01,59,196,50,147,17,60,98,28,-21,45,19,46,46,76,80,15.0,20.0
1214,235.861,2018/02/21 14:10:41,2018/02/21,14:10:41,59,196,51,147,16,60,98,28,-21,45,19,46,46,77,80,15.0,20.1
1215,236.05599999999998,2018/02/21 14:22:21,2018/02/21,14:22:21,59,196,50,147,17,60,98,28,-21,45,19,46,46,76,80,15.0,20.0
1216,236.25,2018/02/21 14:34:01,2018/02/21,14:34:01,59,196,51,147,17,60,99,28,-21,46,19,46,46,76,81,15.0,20.1
1217,236.44400000000002,2018/02/21 14:45:41,2018/02/21,14:45:41,58,196,50,147,17,60,98,28,-21,45,19,46,46,76,80,15.0,20.1
1218,236.639,2018/02/21 14:57:21,2018/02/21,14:57:21,58,196,50,148,16,59,98,28,-21,46,19,46,47,76,80,15.0,20.1
1219,236.833,2018/02/21 15:09:01,2018/02/21,15:09:01,59,196,51,148,17,60,98,28,-20,46,19,46,46,77,81,15.0,20.1
1220,237.028,2018/02/21 15:20:41,2018/02/21,15:20:41,58,196,51,147,16,60,98,28,-21,46,19,46,46,76,81,15.0,20.1
1221,237.222,2018/02/21 15:32:21,2018/02/21,15:32:21,59,196,50,147,17,59,99,29,-20,45,19,45,47,76,81,15.0,20.1
1222,237.417,2018/02/21 15:44:01,2018/02/21,15:44:01,59,196,50,147,16,60,98,28,-21,46,19,46,46,76,81,15.0,20.0
1223,237.611,2018/02/21 15:55:41,2018/02/21,15:55:41,59,196,51,147,16,60,98,28,-21,46,20,46,46,77,81,15.0,19.8
1224,237.80599999999998,2018/02/21 16:07:21,2018/02/21,16:07:21,59,196,51,147,17,60,99,28,-21,46,19,46,46,77,80,15.0,19.7
1225,238.0,2018/02/21 16:19:01,2018/02/21,16:19:01,59,196,51,147,17,60,98,28,-20,45,19,46,46,76,81,15.0,19.5
1226,238.19400000000002,2018/02/21 16:30:41,2018/02/21,16:30:41,59,196,51,147,16,60,98,29,-21,46,19,46,46,77,81,15.0,19.3
1227,238.389,2018/02/21 16:42:21,2018/02/21,16:42:21,58,196,50,147,16,60,98,28,-21,46,19,45,46,76,81,15.0,19.2
1228,238.583,2018/02/21 16:54:01,2018/02/21,16:54:01,59,196,50,147,17,60,99,28,-21,46,19,46,46,77,81,15.0,19.1
1229,238.778,2018/02/21 17:05:41,2018/02/21,17:05:41,59,196,50,147,17,60,99,28,-21,46,19,46,46,76,81,15.0,18.9
1230,238.972,2018/02/21 17:17:21,2018/02/21,17:17:21,59,196,50,147,17,60,99,28,-21,45,19,46,46,76,81,15.0,18.7
1231,239.167,2018/02/21 17:29:01,2018/02/21,17:29:01,58,196,50,147,16,60,99,28,-21,46,19,46,46,77,80,15.0,18.5
1232,239.361,2018/02/21 17:40:41,2018/02/21,17:40:41,58,196,50,147,17,59,99,28,-21,46,19,45,46,76,81,15.0,18.3
1233,239.55599999999998,2018/02/21 17:52:21,2018/02/21,17:52:21,58,196,50,147,16,60,99,28,-21,46,19,45,46,76,81,15.0,18.1
1234,239.75,2018/02/21 18:04:01,2018/02/21,18:04:01,59,196,51,147,16,60,98,28,-21,45,19,46,46,76,81,15.0,18.0
1235,239.94400000000002,2018/02/21 18:15:41,2018/02/21,18:15:41,58,196,50,147,16,60,98,28,-21,46,19,46,46,77,80,15.0,17.8
1236,240.139,2018/02/21 18:27:21,2018/02/21,18:27:21,59,196,50,146,16,60,98,28,-21,45,19,46,46,76,81,15.0,17.7
1237,240.333,2018/02/21 18:39:01,2018/02/21,18:39:01,59,196,50,146,16,59,98,28,-21,46,19,45,46,76,81,15.0,17.6
1238,240.528,2018/02/21 18:50:41,2018/02/21,18:50:41,59,196,50,146,16,60,99,28,-21,45,19,46,46,76,81,15.0,17.5
1239,240.722,2018/02/21 19:02:21,2018/02/21,19:02:21,59,196,51,146,16,59,98,28,-22,45,19,45,46,76,81,15.0,17.4
1240,240.917,2018/02/21 19:14:01,2018/02/21,19:14:01,59,196,50,146,16,60,98,28,-22,46,19,45,46,76,81,15.0,17.3
1241,241.111,2018/02/21 19:25:41,2018/02/21,19:25:41,58,196,50,146,16,60,99,28,-22,45,19,45,46,76,81,15.0,17.3
1242,241.30599999999998,2018/02/21 19:37:21,2018/02/21,19:37:21,58,196,50,146,16,60,98,28,-22,46,19,45,46,76,81,15.0,17.2
1243,241.5,2018/02/21 19:49:01,2018/02/21,19:49:01,59,196,50,146,16,60,98,28,-22,45,19,46,46,76,81,15.0,17.2
1244,241.69400000000002,2018/02/21 20:00:41,2018/02/21,20:00:41,59,196,50,146,16,60,98,28,-22,46,19,45,46,76,81,15.0,17.1
1245,241.889,2018/02/21 20:12:21,2018/02/21,20:12:21,58,196,50,146,16,60,98,28,-22,46,19,45,46,76,80,15.0,17.0
1246,242.083,2018/02/21 20:24:01,2018/02/21,20:24:01,58,196,50,146,16,59,98,27,-22,46,19,45,45,76,81,15.0,16.8
1247,242.278,2018/02/21 20:35:41,2018/02/21,20:35:41,59,196,50,146,16,60,98,28,-22,46,19,45,46,76,81,15.0,16.7
1248,242.472,2018/02/21 20:47:21,2018/02/21,20:47:21,59,196,50,146,16,60,98,28,-22,46,19,45,45,76,81,15.0,16.6
1249,242.667,2018/02/21 20:59:01,2018/02/21,20:59:01,58,196,50,146,16,60,98,27,-22,46,19,45,45,76,81,15.0,16.5
1250,242.861,2018/02/21 21:10:41,2018/02/21,21:10:41,58,196,50,146,16,60,98,28,-22,46,19,45,46,76,80,15.0,16.4
1251,243.05599999999998,2018/02/21 21:22:21,2018/02/21,21:22:21,58,196,50,146,16,60,98,27,-22,45,19,45,46,77,81,15.0,16.4
1252,243.25,2018/02/21 21:34:01,2018/02/21,21:34:01,59,195,50,146,16,59,99,28,-22,46,19,45,45,76,81,15.0,16.3
1253,243.44400000000002,2018/02/21 21:45:41,2018/02/21,21:45:41,58,196,50,146,16,60,98,28,-21,45,19,45,46,76,81,15.0,16.3
1254,243.639,2018/02/21 21:57:21,2018/02/21,21:57:21,59,196,50,146,16,60,98,28,-22,45,19,45,46,77,80,15.0,16.2
1255,243.833,2018/02/21 22:09:01,2018/02/21,22:09:01,58,196,50,146,16,60,98,28,-22,45,19,45,46,76,81,15.0,16.1
1256,244.028,2018/02/21 22:20:41,2018/02/21,22:20:41,59,196,50,146,16,59,98,27,-22,45,19,45,46,76,80,15.0,16.0
1257,244.222,2018/02/21 22:32:21,2018/02/21,22:32:21,59,196,50,146,16,60,99,27,-22,46,19,45,46,77,81,15.0,15.9
1258,244.417,2018/02/21 22:44:01,2018/02/21,22:44:01,58,196,50,145,16,60,98,28,-22,45,19,45,45,76,81,15.0,15.7
1259,244.611,2018/02/21 22:55:41,2018/02/21,22:55:41,59,196,50,146,16,59,98,27,-22,45,19,45,46,76,80,15.0,15.6
1260,244.80599999999998,2018/02/21 23:07:21,2018/02/21,23:07:21,58,196,50,145,16,60,98,27,-22,45,19,45,45,76,81,15.0,15.4
1261,245.0,2018/02/21 23:19:01,2018/02/21,23:19:01,58,196,50,145,15,59,99,27,-22,46,18,45,46,76,81,15.0,15.3
1262,245.19400000000002,2018/02/21 23:30:41,2018/02/21,23:30:41,59,196,50,145,16,60,98,28,-22,45,18,45,45,76,81,15.0,15.1
1263,245.389,2018/02/21 23:42:21,2018/02/21,23:42:21,58,196,50,145,16,59,98,28,-22,46,19,45,46,76,81,15.0,15.0
1264,245.583,2018/02/21 23:54:01,2018/02/21,23:54:01,58,196,50,146,16,60,98,27,-22,45,19,45,46,76,81,15.1,14.9
1265,245.778,2018/02/22 00:05:41,2018/02/22,00:05:41,58,196,50,145,15,59,98,27,-22,46,19,45,45,76,81,15.0,14.8
1266,245.972,2018/02/22 00:17:21,2018/02/22,00:17:21,59,196,50,145,16,60,99,27,-22,45,19,45,46,76,81,15.0,14.7
1267,246.167,2018/02/22 00:29:01,2018/02/22,00:29:01,58,196,50,145,16,60,98,28,-22,45,18,45,46,76,80,15.0,14.6
1268,246.361,2018/02/22 00:40:41,2018/02/22,00:40:41,58,196,50,145,15,59,98,27,-22,46,19,45,46,76,81,15.0,14.5
1269,246.55599999999998,2018/02/22 00:52:21,2018/02/22,00:52:21,58,196,50,145,15,60,98,28,-22,45,18,45,46,76,81,15.0,14.4
1270,246.75,2018/02/22 01:04:01,2018/02/22,01:04:01,58,196,50,145,15,60,98,27,-23,46,19,45,46,76,80,15.0,14.2
